main_office,school_name,school_type1,school_type2,school_type3,남여,기숙사제공여부,통학버스제공여부,교장실,교무실,행정실,취업지도실,FAX,홈페이지,우편번호,주소,상세주소
경상남도교육청,창원공업고등학교,특성화고,공업,사립,남,미입력,미입력,070-4635-3601,055-283-3593,055-286-2864,070-4635-3676,055-288-3592,changwon-t-h.gne.go.kr,641847,경상남도 창원시 의창구 팔용동 사화로,410 창원공업고등학교
경상남도교육청,창원기계공업고등학교,특성화고,공업,공립,남녀공학,제공,미제공,055-282-5080,055-282-2533,055-282-5081,055-210-7045,055-210-7151,yongzi-h.gne.go.kr,51519,경상남도 창원시 성산구 두대로 219,창원기계공업고등학교
경상남도교육청,초계고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,055-932-3404,055-932-1004,055-932-1216,070-4659-2698,055-931-3988,chogye-h.gne.go.kr,678821,경상남도 합천군 초계면 초계중앙로,101 초계고등학교
경상남도교육청,한국과학기술고등학교,특성화고,공업,사립,남녀공학,미입력,미입력,070-8640-2700,070-8640-2701,070-8619-5990,070-8640-2756,055-533-1885,ksths-h.gne.go.kr,50315,경상남도 창녕군 고암면 창밀로 286,한국과학기술고등학교
경상남도교육청,한국나노마이스터고등학교,마이스터고,공업,공립,남녀공학,미입력,미입력,055-352-7537,055-352-7537,055-352-7538,055-352-7537,055-353-9958,nano-h.gne.go.kr,50406,경상남도 밀양시 무안면 신법길 29,한국나노마이스터고등학교
경상남도교육청,한일여자고등학교,특성화고,공업,사립,여,미입력,미입력,070-7860-7200,1600-6991,1600-6991,070-7860-7275,055-601-0505,hi-h.gne.go.kr/,51317,경상남도 창원시 마산회원구 양덕서8길 50,(양덕동)
경상남도교육청,함양제일고등학교,특성화고,농생명,공립,남녀공학,미입력,미입력,055-963-2490,055-963-2489,055-963-2488,055-963-2489(내선:070-4763-2362),055-963-2487,hamyangjeil-h.gne.go.kr/,50033,경상남도 함양군 함양읍 함양배움길 27,함양군 함양읍 교산리 210
제주특별자치도교육청,서귀포산업과학고등학교,특성화고,농생명,공립,남녀공학,제공,미제공,064-730-5501,064-730-5585,064-730-5503,064-730-5523,064-733-8764,school.jje.go.kr/sis,697050,제주특별자치도 서귀포시 상효동,1263
제주특별자치도교육청,성산고등학교,일반고(종합고),수산·해운,공립,남녀공학,미입력,미입력,064-786-5100,064-786-5200,064-786-5000,064-786-5156,064-786-5159,school.jje.go.kr/jejuss,699906,제주특별자치도 서귀포시 성산읍 한도로,79-17
제주특별자치도교육청,영주고등학교,일반고(종합고),공업,사립,남녀공학,미제공,미제공,064-729-6201,064-729-6204,064-729-6277,064-729-6242,064-702-6255,jyj.jje.hs.kr/,63311,제주특별자치도 제주시 첨단동길 92,영주고등학교
제주특별자치도교육청,제주고등학교,특성화고,가사·실업,공립,남녀공학,미입력,미입력,064-750-4100,064-750-4240,064-750-4141,064-750-4201,064-750-4377,jeju.jje.hs.kr,63092,제주특별자치도 제주시 1100로 3213,제주고등학교
제주특별자치도교육청,제주여자상업고등학교,특성화고,상업·정보,공립,여,미입력,미입력,064-754-0101,064-754-0140,064-754-0108,064-754-0184,064-754-0199,jejugc.jje.hs.kr,63282,제주특별자치도 제주시 동문로 89-1,제주여자상업고등학교(건입동)
제주특별자치도교육청,제주중앙고등학교,일반고(종합고),상업·정보,사립,남녀공학,미입력,미입력,064-750-3801,064-750-3811,064-721-1152,064-750-3837,064-750-3888,jja.jje.hs.kr,63311,제주특별자치도 제주시 아봉로 323,제주중앙고등학교
제주특별자치도교육청,중문고등학교,특성화고,가사·실업,공립,남녀공학,미입력,미입력,064-735-7470,064-735-7441,064-735-7401,064-735-7481,064-735-7495,jungmun.jje.hs.kr,697830,제주특별자치도 서귀포시 대포동 일주서로570번길,19
제주특별자치도교육청,한국뷰티고등학교,특성화고,가사·실업,공립,남녀공학,미입력,미입력,064-795-8209,064-795-8244,064-795-8208,064-795-8232,064-772-5977,school.jje.go.kr/kbeauty/main.do,695941,제주특별자치도 제주시 한경면 고산리,2916
제주특별자치도교육청,한림공업고등학교,특성화고,공업,공립,남녀공학,미입력,미입력,064-797-3201,046-797-3211,064-797-3220,064-797-3266,064-797-3219,hallim-th.hs.kr,63028,제주특별자치도 제주시 한림읍 한림중앙로 87,한림공업고등학교
